text,embeddings
"
Fashion trends according to refinery29

Source Title: 7 Fashion Trends That Will Take Over 2023 — Shop Them Now

2023 Fashion Trend: Red. Glossy red hues took over the Fall 2023 runways ranging from Sandy Liang and PatBo to Tory Burch and Wiederhoeft. Think: Juicy reds with vibrant orange undertones that would look just as good in head-to-toe looks (see: a pantsuit) as accent accessory pieces (shoes, handbags, jewelry).

Source URL: https://www.refinery29.com/en-us/fashion-trends-2023
","[-0.099385194, 0.041942384, 0.02769633, -0.036905568, -0.06594268, -0.042505343, -0.0017759531, -0.026751127, 0.010792534, 0.018059222, 0.0255291, -0.038780577, -0.033626605, 0.0060505667, -0.0030948732, 0.009792164, -0.012122521, 0.028525718, -0.006284542, -0.008501502, -0.0014723458, -0.11097933, -0.008015663, -0.010562669, -0.11651855, -0.03164083, -0.016095344, 0.015156235, -0.011797277, -0.16800763, -0.0120300995, 0.006545351, -0.05642641, 0.022146191, 0.023911946, -0.0929762, 0.019219982, -0.025760477, 0.0300011, 0.056184486, -0.04538459, 0.021614509, -0.024841199, 0.077843934, 0.122179404, 0.036568694, -0.06969013, -0.0097686155, -0.004679474, -0.0062356405, -0.04599577, -0.020209229, -0.08116199, 0.0014236256, -0.02343273, -0.09012257, -0.031429846, 0.0029006554, -0.01277696, 0.011698427, 0.12095868, -0.08211154, 0.015355924, -0.09258357, 0.0198302, 0.0100747, 0.0983307, -0.009567087, 0.018461827, 0.012135261, 0.011917602, -0.085383594, 0.025471473, -0.004149981, 0.06273075, -0.05535675, -0.050309207, -0.01675338, -0.0188231, 0.014119249, -0.0007741339, -0.04532345, -0.02674134, -0.0666374, 0.0213548, 0.0054011154, 0.054811638, 0.060609505, -0.0076970807, 0.12347692, -0.0315794, -0.01957875, 0.018748237, -0.025473908, 0.07415985, -0.0098746875, -0.13300815, 0.025558675, -0.09352369, -0.062031, 0.04125305, -0.001814827, 0.009004691, -0.034012947, 0.011855, -0.05000363, 0.06436464, 0.029168162, -0.018649114, 0.0031281104, 0.009239349, 0.075623795, 0.045471467, 0.054420065, -0.101342484, 0.05205185, 0.02800672, -0.0631155, 0.028909612, -0.01746293, 0.06325903, -0.010627826, -0.025034409, -0.014766546, 0.05153789, 0.031768136, -0.010194737, -0.0009943306, -0.024761692, -0.0148726, 0.038727224, 0.09119563, -0.008270822, -0.02756179, -0.027178656, -0.057277713, -0.014487195, 0.003274788, -0.0048048617, 0.020159857, -0.032213356, -0.078141466, -0.015530748, -0.07381423, -0.0013513407, 0.015445567, -0.06258385, 0.00894294, 0.014478376, 0.01120278, -0.008375853, -0.0033973025, -0.04965861, 0.042706057, 0.001696831, 0.010387065, -0.042107582, 0.06184352, 0.0044509172, 0.025604002, -0.004891843, 0.015970808, 0.06959779, 0.0063461997, -0.092948355, -0.028233977, 0.04147036, 0.0021926742, -0.012452289, 0.08264053, -0.02061734, -0.034716398, -0.008711436, 0.06779692, 0.004363569, 0.031042408, -0.010198107, -0.022838112, -0.023961842, -0.051124677, 0.021618513, 0.031993147, 0.024870884, -0.050817516, -0.021476524, -0.00022613982, 0.042118408, -0.09942473, -0.005012972, -0.010848791, 0.11230052, 0.10080601, -0.033951685, -0.044003952, 0.04343275, -0.01687682, -0.014901168, 0.06754428, 0.049269892, 0.014447843, 0.05455975, -0.014392898, 0.14018379, -0.077144966, 0.028724527, 0.004310618, -0.029806262, -0.04226798, -0.0059928503, -0.027987383, 0.03054339, -0.056863893, 0.012333757, -0.023030242, 0.015404653, -0.07560331, -0.049054526, -0.121970266, 0.010915323, 0.05108356, 0.1293544, 0.021738641, 0.012229451, -0.028223887, 0.0012525399, -0.043784134, 0.0054064714, 0.049106177, 0.0066332766, 0.06249998, 0.023370855, 0.020834994, -0.07246231, -0.02181784, -0.07909523, -0.00618108, -0.14179638, -0.091345474, -0.047534607, -0.03659293, 0.032344, 0.07307306, -0.009204826, 0.009844595, -0.015641801, 0.104450144, 0.04676914, 0.04621984, 0.010743581, -0.04413253, -0.021575471, 0.011227933, 0.09336116, -0.003079135, -0.028653806, 0.06440999, 0.0037982694, 0.0043772385, -0.009938867, -0.00011808271, 0.024438072, -0.014351625, -0.002160252, -0.040704038, -0.020616788, 0.040299907, 0.01686308, 0.04138491, -0.016845742, -0.015053679, -0.01633726, -0.023622012, 0.064128146, -0.039406344, 0.006751103, -0.041207273, -0.014608388, 0.009392947, -0.015290134, -0.11167361, 0.051229235, 0.024984391, 0.0065367064, -0.020347811, -0.018945847, -0.02695392, -0.010141551, -0.03203178, 0.0006856318, -0.016257992, 0.044870783, -0.041265097, 0.055082783, -0.0686245, 0.0557546, 0.113796756, -0.03910635, 0.03824713, 0.033840884, 0.031761367, -0.041733894, 0.022656878, 0.043012947, -0.0141754635, -0.028693933, 0.02320248, -0.013756189, -0.042884566, -0.036805764, -0.030151336, -0.07335516, -0.02893929, 0.048689485, -0.0063036853, 0.07413698, -0.03177933, -0.016237013, -0.013102974, -0.06534576, -0.043090858, 0.024668947, -0.052914564, -0.028598923, 0.036241956, 0.19749667, -0.07436119, 0.014622931, 0.033468723, -0.002912965, 0.019776994, -0.031371437, -0.062804356, 0.038116235, -0.0027623102, 0.14491507, -0.012527495, 0.061826866, 0.01551918, -0.012020707, -0.042826246, -0.08710752, -0.01057542, -0.050417136, -0.032684904, 0.042580616, -0.023136733, -0.018663764, -0.107234515, 0.025600795, -0.006533281, 0.04514962, 0.060023535, 0.036768407, -0.018343357, -0.07911029, 0.013796234, -0.04064039, 0.01299583, -0.06799088, 0.004445876, 0.048496187, 0.12869401, -0.1304451, -0.013281866, 0.048872244, 0.066976756, -0.14739701, -0.057987526, -0.072033234, -0.00986702, 0.03982512, 0.008272105, -0.00749074, 0.002027721, 0.13689479, -0.09306132, -0.051748067, -0.10892588, -0.032041617, -0.06441479, 0.00342434, 0.011680879, -0.119731106, 0.03167172]"
"
Fashion trends according to refinery29

Source Title: 7 Fashion Trends That Will Take Over 2023 — Shop Them Now

2023 Fashion Trend: Cargo Pants. Utilitarian wear is in for 2023, which sets the stage for the return of the cargo pant. But these aren't the shapeless, low-rise pants of the Y2K era. For spring, this trend is translated into tailored silhouettes, interesting pocket placements, elevated fabrics like silk and organza, and colors that go beyond khaki and olive.

Source URL: https://www.refinery29.com/en-us/fashion-trends-2023
","[-0.039359834, 0.079903804, 0.016821878, -0.022839945, -0.05955821, -0.012050588, -0.0116992695, -0.0030101785, 0.014041538, 0.0036823868, -0.0030540086, -0.024092078, -0.054282952, -0.01642305, 0.030915936, 0.0491467, -0.058842804, 0.009885873, 0.00047020114, -0.0011304046, -0.0042866855, -0.06234532, -0.0051145516, 0.001520136, -0.074797556, -0.011895246, 0.0028646914, 0.01204851, -0.045521524, -0.19700724, -0.0028934788, 0.011871158, -0.033581004, 0.04814697, -0.0020246045, -0.073208064, 0.025305254, -0.035734475, 0.018642543, 0.06038914, -0.05082473, 0.05429877, -0.020041328, 0.060348604, 0.09894016, 0.05434407, -0.053246006, -0.021180283, -0.020824317, 0.045543283, -0.016280465, -0.0041996706, -0.13116568, -0.008697377, -0.018508846, -0.03381033, -0.040502917, -0.02783649, -0.037367016, -0.054299522, 0.16833796, -0.06546578, -0.042180378, -0.113419876, 0.0085569965, 0.036711045, 0.105045035, 0.007363086, -0.009591184, -0.021323888, 0.019879105, -0.051640533, 0.05748179, -0.008973696, 0.024750726, -0.043684207, -0.058695864, 0.020680878, -0.026092898, 0.0035508536, 0.010940981, -0.04119051, -0.027184287, -0.10208941, 0.003886212, -0.0067388406, 0.021372072, 0.082507715, 0.006674135, 0.103805035, 0.01705588, -0.03721107, 0.03683722, -0.021173174, 0.05489884, 0.006172107, -0.15732047, 0.010890979, -0.097323395, -0.07018213, 0.023062533, -0.0054915124, 0.0063361865, -0.032219134, -0.0021903964, -0.06579242, 0.037629362, 0.04966957, -0.044649478, -0.0036145153, -0.013128038, 0.042765226, 0.025389478, 0.059041344, -0.07901797, 0.030557865, 0.06856165, -0.059087705, 0.043361593, -0.028186264, 0.069803104, -0.036668733, -0.035500847, -0.042026833, 0.03277236, 0.0295404, -0.03198316, 0.008041547, -0.006793892, -0.0501448, 0.03792407, 0.07812955, -0.025626857, -0.008334866, 0.0034873565, -0.06597999, 0.017072791, 0.035446238, 0.004704716, 0.010103235, -0.02210928, -0.07728065, 0.0035246147, -0.10552758, 0.052836016, -0.010462573, -0.048946314, -0.014243358, -0.03317022, 0.026951872, -0.027366096, -0.0067692837, -0.054009914, 0.015969448, -0.0033888002, 0.0008851482, -0.010651451, 0.04693774, 0.02119556, 0.032190748, 0.025493035, 0.018666688, 0.054308005, 0.015356111, -0.10191665, -0.050173707, 0.020925375, 0.020806031, 0.017142352, 0.068926774, 0.002449253, -0.06286765, -0.0028895051, 0.0123153515, -0.011780704, 0.0019263523, -0.00512274, -0.018071612, 0.00041617898, -0.04426903, 0.016930945, 0.007674463, 0.022782853, -0.034873523, -0.007715656, 0.010215561, 0.018227292, -0.12179324, 0.031118028, -0.028877566, 0.09648421, 0.12702355, 0.0039130496, -0.06405744, 0.045113977, -0.0026933302, -0.039307352, 0.076707415, 0.004756736, 0.035764195, 0.028533012, -0.011498949, 0.124660045, -0.06732362, 0.052170046, 0.033137348, -0.03705969, -0.055077393, -0.020896686, -0.051512647, 0.020640293, -0.06567313, 0.026191505, -0.026337717, -0.00015643159, -0.049014643, -0.028843414, -0.09863606, 0.009928757, 0.0027947342, 0.09892709, 0.054430276, 0.056153663, -0.045818113, -0.009925688, -0.056185264, 0.05833978, 0.05509938, -0.0022500358, 0.096606776, 0.030285789, 0.003478445, -0.060805824, -0.023675881, -0.10180415, -0.0033596158, -0.14068247, -0.08149256, -0.024509337, 0.009806512, 0.024605226, 0.03127466, -0.0005003552, -0.018533636, -0.020125175, 0.063026704, 0.069165334, 0.06852968, 0.013173613, -0.021396847, -0.049714938, -0.008842042, 0.052258197, 0.0076626153, 0.0048247003, 0.030902855, -0.015042369, 0.005012132, -0.030301796, 0.011327481, 0.052303422, 0.019632887, -0.058164943, -0.0063113826, -0.015409165, 0.048750978, -0.0061651063, 0.03446201, -0.007746079, -0.0061445325, -0.020682124, -0.0099744685, 0.02000188, -0.03001729, 0.0070802313, -0.045086484, -0.049239825, 0.01979367, 0.0048422436, -0.10452252, 0.04067202, 0.020687127, -0.0136867175, -0.025779607, 0.009560385, -0.01891068, 0.0040492113, 0.010330009, -0.009062529, -0.018504612, 0.046062585, -0.035303995, 0.041788314, -0.09026246, 0.024632912, 0.14178778, -0.033097662, 0.015206393, 0.031477194, 0.039065942, -0.04855726, -0.018129654, 0.06085493, -0.009104412, -0.03120217, 0.056721296, 0.004077995, -0.04673982, -0.015618751, -0.0581888, -0.095724486, -0.024659337, 0.02958567, -0.025847925, 0.05298723, 0.0014481455, -0.031963214, -0.016941065, -0.034215815, -0.05212534, 0.043494847, -0.031987038, -0.028581593, 0.055259198, 0.21367405, -0.06079078, -0.009462292, 0.00874704, 0.014920255, 0.0047826516, -0.025488466, -0.05909458, 0.03873493, 0.046088107, 0.14305638, -0.018372612, 0.064829804, 0.01631565, -0.008516894, -0.043742307, -0.07101184, -0.009284974, -0.029050289, -0.039120313, 0.019320196, -0.045347393, -0.0065822243, -0.091631286, 0.024219325, -0.0011524695, 0.046183277, 0.05954156, 0.037465934, -0.08658885, -0.09916706, 0.019118432, -0.012235656, -0.023629017, -0.05725962, 0.011051802, 0.047055572, 0.12212243, -0.15945354, -0.020875039, 0.05046897, 0.061281666, -0.11862456, -0.044798896, -0.040062167, 0.0034893076, 0.03682188, 0.0069895224, -0.009073893, 0.02028526, 0.12912104, -0.06734989, -0.034062374, -0.08589103, -0.021266067, -0.043793, 0.0019862186, 0.010800857, -0.12799895, 0.035242587]"
"
Fashion trends according to refinery29

Source Title: 7 Fashion Trends That Will Take Over 2023 — Shop Them Now

2023 Fashion Trend: Sheer Clothing. ""Bare it all"" has been the motto since the end of the lockdown. In 2023,  naked dressing makes its way from the red carpet – where celebrities like Cher and Rihanna have been sporting the trend forever – to street style. From a cellophane-like dress, worn over a boldly hued maxi skirt at Tory Burch's spring 2023 show, to a frothy frock revealing undergarments at Victoria Beckham, the previously risqué trend is coming not only for your weekend wardrobe but even workwear.

Source URL: https://www.refinery29.com/en-us/fashion-trends-2023
","[-0.10401276, 0.063805886, 0.03733611, -0.0067321872, -0.060801238, -0.051136263, -0.008259136, -0.026626792, -0.0025781302, 0.0033989595, 0.012338054, -0.02059826, -0.035746094, -0.012930372, 0.018051388, 0.066520214, -0.03487204, 0.009894594, -0.009573445, -0.01845471, -0.010068233, -0.08211971, 0.009434408, 0.013621909, -0.09479693, -0.04525586, 0.0028518257, 0.031192522, -0.00026862623, -0.2109885, -0.007649461, 0.024833275, -0.024879524, 0.013159344, 0.01451568, -0.05642542, 0.036946747, -0.023497285, 0.03408616, 0.039936498, -0.034149528, 0.031851634, -0.004476814, 0.06454545, 0.08979906, 0.05517354, -0.044845894, -0.057242922, -0.005029572, 0.022816764, -0.012372035, -0.018366247, -0.12971614, 0.0118234055, -0.009208573, -0.07114911, -0.039391316, -0.026291538, -0.036439367, 0.019940978, 0.09751281, -0.093266144, -0.011342469, -0.12521684, -0.0028701497, 0.041770086, 0.101270154, 0.025771962, -0.0037136297, -0.012397863, 0.019231198, -0.07737057, -0.006593942, 0.006982968, 0.08188809, -0.047724638, -0.039023176, 0.010227066, -0.010078819, 0.02984438, 0.012012776, -0.024688764, -0.0078540975, -0.07211347, 0.007556069, -0.008370464, 0.028203595, 0.078717366, 0.009011953, 0.096095756, 0.014960788, -0.017826678, 0.048533082, 0.0106014665, 0.03174003, -0.010310141, -0.09918273, 0.012380297, -0.1042028, -0.06933412, 0.0015544911, 0.015386422, -0.013172381, -0.047771852, 0.014121605, -0.05438006, 0.056657337, 0.046061337, -0.03088213, 0.008329911, -0.018613683, 0.042469796, -0.0002985061, 0.04720763, -0.08232759, 0.026534138, 0.07927549, -0.07042993, 0.07847042, -0.03507494, 0.044713765, -0.04187745, -0.043040324, -0.016246779, 0.05087079, 0.033388987, -0.0026687644, 0.018961906, -0.021231992, -0.0481868, 0.046053287, 0.06213971, 0.0076552583, 0.00043439076, 0.013885082, -0.05842649, 0.005113808, 0.03342959, -0.011856367, -0.0049875705, -0.014433982, -0.057545252, -0.0014202589, -0.114791095, 0.012880779, -0.0146217765, -0.05546467, 0.01283495, -0.0061112256, 0.044746168, -0.015643546, -0.00819064, -0.048811894, 0.04801433, -0.043382943, 0.02968862, -0.023747567, 0.056777455, 0.030158188, 0.04855646, 0.04997683, 0.033852056, 0.05798522, 0.011549064, -0.10893591, -0.02805859, 0.012126792, -0.0055931816, -0.00066289876, 0.05769653, -0.018182544, -0.0627281, -0.009163479, 0.027206166, 0.013107382, 0.029957475, -0.01684514, -0.008145252, -0.042030696, -0.047693472, 0.003043829, 0.011361749, -0.010321465, -0.03534787, -0.049384575, -0.0022801904, 0.026526008, -0.10271972, 0.013806199, -0.029533166, 0.10022806, 0.11328213, -0.028608674, -0.041881826, 0.05081044, -0.004547861, -0.053453818, 0.05326916, 0.040849704, 0.0010499405, 0.054716993, -0.011079123, 0.15314487, -0.06964557, 0.054794583, 0.012329769, -0.04130386, -0.04562938, -0.026147299, -0.08396177, 0.050496746, -0.04846921, 0.02695189, -0.024849221, 0.04398475, -0.06182367, -0.053641167, -0.15288557, -0.014933337, 0.011292656, 0.13576786, 0.033776157, 0.037662182, -0.019948268, -0.007383095, -0.044163913, 0.022313995, 0.051549546, -0.006221791, 0.099047534, 0.024238009, 0.01704938, -0.084226586, -0.03334117, -0.08558477, 0.0031112153, -0.10894155, -0.0379341, -0.020257382, -0.05254994, 0.048252814, 0.019256316, -0.022330884, 0.039612353, -0.012953095, 0.090817176, 0.07449582, 0.042787656, 0.021207366, -0.037245203, -0.030558418, 0.04250237, 0.030878257, 0.002229449, -0.008977118, 0.03835046, -0.014715995, 0.021623641, -0.019440437, 0.011108588, -0.004764372, -0.01369328, -0.0247783, -0.025353935, -0.010102708, 0.061987218, 0.01852497, 0.03660625, -0.0037903367, 0.010973408, -0.014790236, -0.0007831701, 0.028773606, -0.034975704, -0.012039884, -0.06022828, -0.03290449, -0.0129917115, -0.00826987, -0.116994895, 0.060584895, 0.031243566, -0.022459406, -0.003957492, 0.01146168, -0.018643927, -0.043973964, -0.027103268, -0.03673581, -0.003828412, 0.060159624, -0.01267371, 0.03358582, -0.0628038, 0.0034560985, 0.13923651, -0.05674781, 0.058852725, 0.027845709, 0.0058412408, -0.050139688, 0.021786595, 0.04861868, 0.003305664, -0.01049447, 0.002497782, -0.02895334, -0.021503896, -0.03185216, -0.036783278, -0.097603805, -0.02296429, 0.039072588, 0.02623692, 0.07693823, -0.018976951, -0.018082097, -0.022671713, -0.038563445, -0.013546175, 0.049328137, -0.008520436, -0.018770313, 0.048705615, 0.18309827, -0.0981024, -0.009740394, 0.03054397, 0.0033597574, -0.016498692, -0.03104413, -0.08295777, 0.05079593, 0.026713498, 0.13333488, 0.0018969295, 0.02133857, 0.0077717653, -0.04200054, -0.0682981, -0.06056217, -0.01882657, -0.03264321, -0.0452298, 0.026449557, -0.04562243, 0.0061910124, -0.10836893, 0.020432344, -0.016017867, 0.05847431, 0.061195046, 0.03600237, -0.022796344, -0.055592224, 0.008712974, -0.043008063, -0.003296757, -0.06373689, 0.0037316687, 0.04798362, 0.13241978, -0.14225817, -0.009680984, 0.07495723, 0.034898005, -0.14800169, -0.023012355, -0.05409685, -0.016023627, 0.01249497, 0.0058021327, -0.0021443379, 0.018375367, 0.113777764, -0.07744936, -0.054644927, -0.11050949, -0.03642033, -0.02232931, 0.013787581, 0.0065627475, -0.12578417, 0.0290099]"
"
Fashion trends according to refinery29

Source Title: 7 Fashion Trends That Will Take Over 2023 — Shop Them Now

2023 Fashion Trend: Denim Reimagined. From double-waisted jeans to carpenter jeans, it's been a while since we were this excited about denim trends. It seems like even the most luxe runway designers agree, sending out strapless dresses, shirting, and even undergarments and shoes (thigh-high-boot-jean hybrids anyone?) in the material. Whatever category you decide on, opt for timeless cuts and silhouettes that can stay in your closet rotation once the novelty wears off.

Source URL: https://www.refinery29.com/en-us/fashion-trends-2023
","[-0.03462922, 0.075659275, 0.042736717, 0.013401263, -0.04229699, -0.014942798, 0.0027241556, -0.009782784, 0.014987666, 0.0017010247, 0.019671699, -0.05328888, -0.044588637, -0.024019308, 0.03647954, 0.06862882, -0.0269645, 0.009246823, -0.023004437, -0.029198678, -0.017250398, -0.09163685, 0.013150033, -0.018036455, -0.090733305, -0.026915608, 0.03513836, 0.024869394, -0.027549455, -0.19935901, -0.005310129, 0.0017313592, -0.057720814, 0.04209366, 0.015728746, -0.08298434, 0.038611274, -0.03911914, 0.051554866, 0.052863225, -0.023739029, 0.06830918, 0.0028475942, 0.045909356, 0.12276612, 0.04837841, -0.04964753, -0.03387775, 0.0037486549, 0.020819804, -0.028747572, -0.024743766, -0.16540569, -0.030964596, -0.005045075, -0.060233716, -0.023455327, -0.040915504, -0.032129083, -0.012102498, 0.08663895, -0.07271533, -0.011211736, -0.08395317, -0.0039494834, 0.024948182, 0.08855792, 0.02419286, -0.035304952, -0.010399195, 0.030404828, -0.057784893, 0.014025325, -0.0056847823, 0.048546657, -0.033618957, -0.06562512, -0.03239383, 0.0095692985, 0.03457845, -0.008714898, -0.05294489, -0.005576342, -0.090034224, 0.006210441, -0.004671383, 0.053213295, 0.076328546, 0.010871978, 0.091514274, -0.008263906, -0.0116064465, -0.0068451692, -0.051327597, 0.05516534, -0.023944495, -0.11045886, 0.0075032264, -0.11149482, -0.05139651, 0.015915988, 0.018086135, 0.012345657, -0.012875257, -0.01259018, -0.058555406, 0.014317813, 0.035383586, -0.050504822, 0.008543119, 0.01444206, 0.08418978, 0.01592972, 0.0159858, -0.064153075, 0.052373674, 0.0482246, -0.035908252, 0.048164397, -0.021256056, 0.068760395, -0.02502591, -0.059972145, -0.0113215735, 0.05226804, 0.02365196, 0.0018750735, -0.0033053085, -0.007059161, -0.07107598, 0.020423029, 0.0475071, -0.044196367, -0.04202042, -0.009900014, -0.074590005, 0.0377958, 0.017959528, 0.010204009, 0.0029442962, 0.017484095, -0.08782809, 0.017931245, -0.1089245, 0.023011278, -0.018800296, -0.038545534, 0.020033974, 0.019065903, -0.0046542506, -0.010864929, 0.0086699445, -0.04416407, 0.021942573, 0.0067619113, 0.008742848, -0.0075429818, 0.024915224, 0.01802812, 0.054790255, 0.039457627, 0.013058236, 0.057763174, -0.0009816498, -0.12562731, -0.021990033, 0.0015035353, 0.009050081, -0.019882996, 0.0437923, -0.021945763, -0.03331924, -0.01407517, 0.04833237, 0.020524876, -0.006865297, -0.029168185, -0.009535581, -0.029114641, -0.047993045, 0.009764006, 0.03953845, 0.007901092, -0.014633288, -0.044088442, -0.010564122, 0.039061125, -0.096892625, 0.010467999, -0.03776612, 0.09353635, 0.10957588, 0.009984719, -0.034368344, 0.070143364, -0.0017610888, -0.03728077, 0.07892357, 0.003369763, -0.0016487372, 0.03389358, -0.008904773, 0.15480956, -0.073120505, 0.047255356, -0.011810832, -0.043161638, -0.045442656, -0.03661707, -0.054155994, 0.049512938, -0.06883789, 0.018215775, -0.022106541, 0.015225328, -0.04419918, -0.04461257, -0.10644652, -0.02550218, 0.00096235273, 0.13062242, 0.022683436, 0.10047042, -0.048202924, -0.023869822, -0.022281962, 0.005462409, 0.051515713, -0.01654162, 0.0877424, 0.020172974, -0.0058414224, -0.057481185, -0.05235491, -0.09645092, -0.00806292, -0.15075478, -0.051553972, -0.015849337, -0.014767541, 0.024480626, 0.03648723, -0.01919648, 0.012524988, -0.027616022, 0.09075058, 0.08233233, 0.0494979, 0.02360305, -0.023196833, -0.018978262, 0.015648322, 0.05745442, -0.014042474, -0.0002974635, 0.04183652, 0.00065086456, 0.041220006, -0.008009175, 0.014423256, 0.018926783, -0.018685121, -0.00855059, 0.00651469, 0.009583759, 0.06814116, 5.793726e-05, 0.040056504, -0.0062163756, -0.007484313, -0.028191565, -0.009870406, 0.040589448, -0.026010728, 0.019922169, -0.060598604, -0.06658934, -0.031526573, 0.009915871, -0.08325583, 0.08372593, 0.03486255, -0.014610168, 0.00045253834, 0.0017876802, -0.046654776, 0.00083349855, -0.022710208, 0.0074385353, 0.005946062, 0.046315305, 0.0068965843, 0.03499447, -0.09463163, 0.0018526664, 0.122805566, -0.05463356, 0.05461385, 0.044481378, 0.029654374, -0.034295216, 0.008778531, 0.06099987, -0.01536406, -0.023615358, -0.014705098, -0.05951772, -0.021242006, -0.01751516, -0.060511444, -0.08261337, -0.041699868, 0.023358358, -0.011102303, 0.07530857, -0.034905266, 0.013609037, -0.019472213, -0.0168134, -0.028669083, 0.056684565, -0.027171029, -0.03906229, 0.009029303, 0.19171266, -0.095282294, 0.0073921606, 0.04168258, 0.0023974522, 0.0090504, -0.01932698, -0.10236688, 0.024999956, 0.021082155, 0.13568534, 8.272202e-05, 0.028887386, 0.022588195, -0.019937167, -0.04116093, -0.07488197, -0.026608381, -0.05065083, -0.026899673, 0.04259213, -0.02930468, 0.012712605, -0.07480458, 0.009983797, 0.030585261, 0.024760837, 0.0708984, 0.0602524, -0.076680355, -0.072268024, 0.004225433, -0.05550659, 0.0046881125, -0.06536292, -0.017048232, 0.058815286, 0.110277176, -0.15864955, -0.033128515, 0.046167865, 0.035983603, -0.16521293, -0.034290165, -0.016484525, -0.034008723, 0.013434064, 0.029766893, -0.02221434, 0.050553877, 0.12184467, -0.05275295, -0.03429127, -0.05879868, -0.0040917373, -0.09633958, 0.027370026, 0.025287287, -0.12270863, 0.0104040895]"
